code,name,gender,function,country_code,nationality_code,height,weight,disciplines,events,birth_date,birth_place,birth_country,residence_place,residence_country,nickname,hobbies,occupation,education,lang,coach,sporting_relatives
1921818,UEYAMA Koki,Male,Athlete,JPN,JPN,181,0,['Athletics'],"[""Men's 200m"", ""Men's 4 x 100m Relay""]",5/15/99,,,,,,,Athlete,Kindai University (JPN),Japanese,,
1921833,UZAWA Towa,Male,Athlete,JPN,JPN,182,0,['Athletics'],"[""Men's 200m""]",11/25/02,MIYAGI,Japan,,Japan,,"Manga, anime, riding bicycles, eating, cooking, games","Athlete, student",University of Tsukuba (JPN),Japanese,,
1921865,YAMAMOTO Yuma,Female,Athlete,JPN,JPN,161,0,['Athletics'],"[""Women's 5000m""]",5/1/00,AICHI PREFECTURE,Japan,,Japan,,Visiting saunas and hot springs,"Athlete, office worker","Meijo University (Nagoya, JPN)",Japanese,Personal: Hidemori Noguchi (JPN),
1921878,YANAGITA Hiroki,Male,Athlete,JPN,JPN,183,0,['Athletics'],"[""Men's 4 x 100m Relay""]",7/25/03,TATEBAYASHI CITY,Japan,TOKYO,Japan,,Playing Mario Kart,,"Studying International Literature in the Department of International Culture and Communication at Toyo University (Tokyo, JPN) since 2022",Japanese,Personal: Hiroyasu Tsuchie (JPN),"Father, Terumitsu Yanagita (athletics).</p><p>Mother, Masayo Yanagita (athletics), specialised in the heptathlon and won the combined event at the 1988 Japan Athletics Championships (U20).</p><p>Brother, Masato Yanagita (athletics), runs the 400m hurdles. </p><p>Brother, Seito Yanagita (athletics), is a long jumper"
1921879,YANAI Ayane,Female,Athlete,JPN,JPN,156,0,['Athletics'],['Marathon Race Walk Relay Mixed'],12/24/03,FUKUOKA PREFECTURE,Japan,,Japan,,"Singing karaoke, bowling","Athlete, student","Student in the College of Gastronomy Management at Ritsumeikan University (Kusatsu, JPN)",Japanese,,
1921891,YOSHIZU Takuho,Male,Athlete,JPN,JPN,178,0,['Athletics'],"[""Men's 4 x 400m Relay""]",8/31/98,,,,,,,Athlete,,Japanese,,
1921929,PORRO Luca,Male,Athlete,ITA,ITA,193,0,['Volleyball'],['Men'],5/9/04,GENOA,Italy,,,,Spending time with friends,Athlete,,Italian,National: Ferdinando De Giorgi (ITA),"Brothers, Paolo and Simone (volleyball), have represented Italy at youth level"
1921943,MENEGATTI Marta,Female,Athlete,ITA,ITA,180,0,['Beach Volleyball'],['Women'],8/16/90,ROVIGO,Italy,ARIANO POLESINE,Italy,Marty,"Reading, watching movies","Athlete, serves in the air force",Sport Studies at University of L'Aquila (ITA),"English, Italian, Portuguese",National: Terenzio Feroleto (ITA),"Younger brother, Pietro (football), a goalkeeper in the lower leagues of Italian football"
1921944,GOTTARDI Valentina,Female,Athlete,ITA,ITA,186,0,['Beach Volleyball'],['Women'],11/19/02,MODENA,Italy,FORMIA,Italy,,,"Athlete, student",Studies at the University of Modena and Reggio Emilia (ITA),Italian,,
1921948,NICOLAI Paolo,Male,Athlete,ITA,ITA,203,0,['Beach Volleyball'],['Men'],8/6/88,ORTONA,Italy,PESCARA,Italy,Paolino,"Listening to music, going to the cinema, reading economics and technology news","Athlete, serves in the air force",,"English, Italian",Personal: Simone Di Tommaso (ITA),
1921949,COTTAFAVA Samuele,Male,Athlete,ITA,ITA,193,0,['Beach Volleyball'],['Men'],11/1/98,MODENA,Italy,FORMIA,Italy,,Plays the piano,Athlete,,Italian,Personal: Simone Di Tommaso (ITA),"Partner, Valentina Gottardi (beach volleyball)"
1921950,RANGHIERI Alex,Male,Athlete,ITA,ITA,198,0,['Beach Volleyball'],['Men'],6/18/87,PORDENONE,Italy,ROME,Italy,The Net Patroller,"High-adrenaline sports such as motorbikes, kayaking and skiing",Air Force athlete,,Italian,Personal: Daniele Di Stefano (ITA),
1921951,CARAMBULA RAURICH Adrian Ignacio,Male,Athlete,ITA,ITA,183,0,['Beach Volleyball'],['Men'],3/16/88,MONTEVIDEO,Uruguay,ROME,Italy,Mr Skyball (because of the high throw in his serve) and Adri,"Music, cinema and NBA basketball",Armed Forces Athlete,,"English, Italian, Spanish",Personal: Daniele Di Stefano (ITA),
1921959,SEIM Mart,Male,Athlete,EST,EST,0,0,['Weightlifting'],"[""Men's +102kg""]",10/24/90,RAKVERE,Estonia,,,,"Playing table tennis, eating hamburgers","Athlete, coach",Studied Physical Education at Tallinn University (EST),Estonian,,"Father, Alar Seim (weightlifting), four-time Estonian national champion in the overall. </p><p>Grandfather, Georg Siem (weightlifting), won six national titles between 1949 and 1955. </p><p>Grandfather, Valdo Magi (auto racing), Estonian rally champion in 1960, 1962, 1963 and 1964"
1922117,JEFIMOVA Eneli,Female,Athlete,EST,EST,0,0,['Swimming'],"[""Women's 100m Breaststroke"", ""Women's 200m Breaststroke""]",12/27/06,TARTU,Estonia,TALLIN,Estonia,,,Student,,"English, Estonian",National: Henry Hein (EST),
1922139,OSULLIVAN Christian,Male,Athlete,NOR,NOR,190,0,['Handball'],['Men'],8/22/91,OSLO,Norway,MAGDEBURG,Germany,,,Athlete,"Studied at Oslo Metropolitan University, NOR","English, Norwegian",National: Jonas Wille (NOR).<br>Club: Bennet Wiegert (GER),"Father, David O'Sullivan (handball), 60 appearances for the British national handball team.</p><p>Mother, Sissel Bleivik (handball), 62 appearances for the Norwegian national handball team. </p><p>Uncle, Michael O'Sullivan (handball), played for the British national handball team"
1922191,MARKOVIC Martin,Male,Athlete,CRO,CRO,185,0,['Athletics'],"[""Men's Discus Throw""]",1/13/96,ZAGREB,,ZAGREB,,,,Athlete,Kinesiology at University of Zagreb (CRO),Croatian,Personal: Anta Pavkovic (CRO),
1922195,BJELJAC Bojana,Female,Athlete,CRO,CRO,167,0,['Athletics'],"[""Women's Marathon""]",4/10/89,BOSANSKI NOVI,Bosnia & Herzegovina,ZAGREB,Croatia,,,Athlete,,Croatian,Personal: Mladen Krsek (CRO),
1922205,ELKASEVIC Sandra,Female,Athlete,CRO,CRO,183,0,['Athletics'],"[""Women's Discus Throw""]",6/21/90,ZAGREB,Croatia,ZAGREB,Croatia,Beba,,Athlete,"Birotehnika (Zagreb, CRO)","Croatian, English, Italian","Personal: Edis Elkasevic (CRO), her husband, from 2013",
1922208,GREGURIC Matija,Male,Athlete,CRO,CRO,187,0,['Athletics'],"[""Men's Hammer Throw""]",9/17/96,ZABOK,Croatia,ZAGREB,Croatia,,,Athlete,Krapina-Zagorje Police Academy (CRO),Croatian,Personal: Anto Pavkovic (CRO),
1922211,KOLAK Sara,Female,Athlete,CRO,CRO,169,0,['Athletics'],"[""Women's Javelin Throw""]",6/22/95,LUDBREG,Croatia,OSLO,Norway,,"Reading, cycling, roller skating",Athlete,"Business School PAR (Rijeka, CRO)","Croatian, English, German","Personal: Gorazd Rajher (SLO), from 2022",
1922213,MIHALJEVIC Fili,Male,Athlete,CRO,CRO,202,0,['Athletics'],"[""Men's Shot Put""]",7/31/94,LIVNO,Bosnia & Herzegovina,SPLIT,Croatia,,,Athlete,"Environmental Science, Language Studies (German) at University of Virginia (Charlottesville, VA, USA)","English, German",Personal: Marko Macelic (CRO),
1922216,PARLOV KOSTRO Matea,Female,Athlete,CRO,CRO,160,0,['Athletics'],"[""Women's Marathon""]",6/2/92,,,ZAGREB,Croatia,,"Spending time with friends and her husband, reading books",Athlete,Kinesiology at University of Zagreb (CRO),"Croatian, English",Personal: Slavko Petrovic (CRO),
1922220,TOLJ Marija,Female,Athlete,CRO,CRO,190,0,['Athletics'],"[""Women's Discus Throw""]",11/29/99,OREBIC,Croatia,ZAGREB,Croatia,Mare,,Athlete,,"Croatian, English",Personal: Roland Varga (HUN),
1922329,ILIEVA Yoana,Female,Athlete,BUL,BUL,0,0,['Fencing'],"[""Women's Sabre Individual""]",6/20/01,SOFIA,Bulgaria,SOFIA,Bulgaria,,"Bowling, spending time with family and friends","Athlete, student",,"Bulgarian, English, French, Russian",National: Ivailo Vodenov (BUL),
1922341,PRAVDICA Fili,Male,Athlete,CRO,CRO,183,0,['Athletics'],"[""Men's Long Jump""]",7/28/95,,,,,,,"Athlete, coach",,Croatian,,
1922387,DIZ Fernando,Male,Athlete,URU,URU,0,0,['Sailing'],"[""Men's Skiff""]",12/18/99,PUNTA DEL ESTE,Uruguay,PUNTA DEL ESTE,Uruguay,Fer,,"Athlete, student",Civil Engineering at the University of Cadiz,Spanish,Guillermo Moreira (URU),
1922393,MOREIRA FRASCHINI Dolores,Female,Athlete,URU,URU,0,0,['Sailing'],"[""Women's Dinghy""]",2/16/99,PAYSANDU,Uruguay,MONTEVIDEO,Uruguay,Lola ,Going to the cinema,"Armed forces, athlete",,"English, Spanish","Personal: Luis Chaparro (URU) and Alejandro Foglia (URU) - four-time Olympian (2004, 2008, 2012, 2016) in the Laser and Finn Classes",
1922424,ZIRK Kregor,Male,Athlete,EST,EST,0,0,['Swimming'],"[""Men's 200m Butterfly"", ""Men's 400m Freestyle""]",7/3/99,TARTU,Estonia,,,,"Reading, watching motorsport",Athlete,,"English, Estonian",Personal: Tom Rushton (GBR),
1922425,UMPIERRE Hernan,Male,Athlete,URU,URU,0,0,['Sailing'],"[""Men's Skiff""]",2/2/01,MONTEVIDEO,Uruguay,MONTEVIDEO,Uruguay,Nan,,"Athlete, student",Naval Engineering at University of Cadiz (ESP),,Guillermo Moreira (URU),
1922434,ACQUAVIVA Safiatou,Female,Athlete,GUI,GUI,170,0,['Athletics'],"[""Women's 100m""]",3/10/99,AIX EN PROVENCE,France,,France,,,,Graduated in 2023 with a Master's degree in International Criminal Justice from the University of Paris II Pantheon-Assas (FRA),"English, French",Personal: Alice Decaux (FRA),
1922593,ALEKNA Mykolas,Male,Athlete,LTU,LTU,195,0,['Athletics'],"[""Men's Discus Throw""]",9/28/02,VILNIUS,Lithuania,"BERKELEY, CA",United States,,,Athlete,"University of California (Berkeley, CA, USA)","English, Lithuanian",Personal: Mohamad Saatara (USA)/Mantas Jusis (LTU),"Father, Virgilijus (discus), two-time Olympic champion (2000, 2004), 2008 bronze medallist across five Games (1996-2012), four-time world championships medallist (two gold, two silver). Personal best of 73.88m in 2000 places him third all-time behind his son Mykolas with his 74.35m world record and Jurgen Schult's (GDR)74.08m (as of July 2024). </p><p>Older brother, Martynas (discus), represented Lithuania at the 2023 World Championships, was No.13 in the world in 2023 with a personal best of 67.23m"
1922600,ALEKNA Martynas,Male,Athlete,LTU,LTU,196,0,['Athletics'],"[""Men's Discus Throw""]",8/25/00,VILNIUS,Lithuania,VILNIUS,Lithuania,,,Athlete,Software Engineering at Vilnius University (LTU),Lithuanian,Personal: Mantas Jusis (LTU),"Father, Virgilijus (athletics), two-time Olympic discus champion (2000, 2004) and 2008 bronze medallist across five Games (1996-2012), four-time world championships medallist (two gold, two silver). Personal best of 73.88m in 2000 places him third on the all-time list behind his son Mykolas' 74.35m world record and Jurgen Schult's (GDR) previous record of 74.08m (as of June 2024). </p><p>Younger brother, Mykolas (athletics), discus world record holder (74.35m in 2024), two-time world championships medallist (silver, bronze), 2022 European champion"
1922687,DIFFERT Nelli,Female,Athlete,EST,EST,0,0,['Fencing'],"[""Women's Épée Individual""]",7/24/90,HAAPSALU,Estonia,HAAPSALU,Estonia,,Cooking,"Athlete. Physiotherapist at Laanemaa Haigla Hospital in Haapsalu, Estonia",Graduated with a Master's degree in Physiotherapy from the University of Tartu (EST),Estonian,,
1922693,ZURLONI Matteo,Male,Athlete,ITA,ITA,175,0,['Sport Climbing'],"[""Men's Speed""]",3/20/02,SEGRATE,Italy,CASSANO D'ADDA,Italy,Speedy Gonzales,"Reading, watching movies (Marvel)","Athlete, student",Studying Sports Science at the University of Milan (ITA),Italian,Personal: Stanislao Zama (ITA),
1922695,COLLI Beatrice,Female,Athlete,ITA,ITA,172,0,['Sport Climbing'],"[""Women's Speed""]",10/10/04,LECCO,Italy,,Italy,,Drawing,,,Italian,Personal: Fabio Palma (ITA),
1922697,ROGORA Laura,Female,Athlete,ITA,ITA,153,0,['Sport Climbing'],"[""Women's Boulder & Lead""]",4/28/01,ROME,Italy,TRENTO,Italy,Lala,"Reading, watching television, photography, videomaking","Athlete, student",Studies Mathematics at the University of Trento (ITA),Italian,Personal: Alessandro Marocchi (ITA),
1922698,MORONI Camilla,Female,Athlete,ITA,ITA,158,0,['Sport Climbing'],"[""Women's Boulder & Lead""]",7/8/01,MIGNANEGO,Italy,,Italy,,"Skiing, reading","Athlete, student",Studies Biotechnology at the University of Genoa (ITA),Italian,"Personal: Riccardo Moroni (ITA), her father",
1922706,MATUSEVICIUS Edis,Male,Athlete,LTU,LTU,189,0,['Athletics'],"[""Men's Javelin Throw""]",6/30/96,VILNIUS,Lithuania,VILNIUS,Lithuania,,,Athlete,"Coaching at Lithuanian Sports University (Kaunas, LTU)","English, Lithuanian","Personal: Edmundas Matusevicius (LTU), his father","Partner, Urte Baikstyte (athletics), 2016 European U18 Championships high jump silver medallist, represented Lithuania at the 2022 World Championships, 2022 European Championships and 2023 World University Games.</p><p>Father, Edmundas Matusevicius (athletics), javelin personal best: 83.72m in 1981 (old model). </p><p>Mother, Dalia Matuseviciene (athletics), 1988 Olympian (made 800m semifinals), 1993 World Championships 800m semifinalist, 400m personal best: 51.12 in 1984, 800m personal best: 1:56.7 national record in 1988. </p><p>Older brother, Edvardas Matusevicius (athletics), javelin personal best: 65.34 in 2014"
1922709,GALVYDYTE Gabija,Female,Athlete,LTU,LTU,173,0,['Athletics'],"[""Women's 800m""]",1/17/00,JONAVA,Lithuania,"STILLWATER, OK",United States,,,Athlete,"Oklahoma State University (Stillwater, OK, USA)","English, Lithuanian",Personal: Dave Smith (USA),
1922722,GUDZIUS Andrius,Male,Athlete,LTU,LTU,200,0,['Athletics'],"[""Men's Discus Throw""]",2/14/91,KAUNAS,Lithuania,KAUNAS,Lithuania,,"Camping, fishing, growing strawberries",Athlete,"Coaching at Lithuanian Sports University (Kaunas, LTU)","English, Lithuanian",Personal: Vaclovas Kidykas (LTU),
1922728,GUMBS Ieva,Female,Athlete,LTU,LTU,180,0,['Athletics'],"[""Women's Discus Throw""]",11/23/94,UTENA,Lithuania,,,,,Athlete,"Sports and Fitness Administration/Management at Florida State University (Tallahassee, FL, USA)","English, Lithuanian","Personal: Vita Zarankiene (LTU), her mother",
1922750,JASIUNAITE Liveta,Female,Athlete,LTU,,173,,['Athletics'],"[""Women's Javelin Throw""]",7/26/94,,,,,,,,,,,
1922759,LOPEZ LIZARAZO Rene,Male,Athlete,COL,COL,0,0,['Equestrian'],['Jumping Individual'],4/5/64,,,,France,,Cycling,,,Spanish,,"Brother, Carlos Lopez (equestrian), has represented Colombia in equestrian jumping"
1922819,KILTY Dovile,Female,Athlete,LTU,LTU,169,0,['Athletics'],"[""Women's Triple Jump""]",7/14/93,SIAULIAI,Lithuania,,,,,Athlete,,"English, Lithuanian",Personal: Aston Moore (GBR),"Husband, Richard Kilty (athletics), two-time Olympian (2016, 2020), 4x100m relay finalist in 2016 (fifth) and 2020 (disqualified), 2019 World Championships 4x100m relay silver medallist, 2014 World Indoor 60m champion, 2014 European 4x100m relay champion, two-time European indoor 60m champion (2015, 2017). Named to the GBR 4x100m relay team for Paris 2024"
1922895,MORAUSKAITE Modesta Juste,Female,Athlete,LTU,LTU,175,0,['Athletics'],"[""Women's 400m""]",10/2/95,VILNIUS,Lithuania,VALENCIA,Spain,,,Athlete,,Lithuanian,"Personal: Irena Yefimova (LTU), Rafa Blanquer (ESP)","Younger brother, Motiejaus Morauskas (snowboarding)"
1923000,PALSYTE Airine,Female,Athlete,LTU,LTU,186,0,['Athletics'],"[""Women's High Jump""]",7/13/92,KAUNAS,Lithuania,VILNIUS,Lithuania,,"Photography, watching films, cooking","Athlete, radio talk show host","Communications, Marketing at Vilnius University (LTU)","English, Lithuanian",Personal: Tatjana Krasauskiene (LTU),"Partner, Kostas Skrabulis (athletics), sprinter who competed at several European U23 and junior championships and World University Games"
1923040,BALSAMO Elisa,Female,Athlete,ITA,ITA,0,0,"['Cycling Road', 'Cycling Track']","[""Women's Road Race"", ""Women's Madison"", ""Women's Omnium"", ""Women's Team Pursuit""]",2/27/98,CUNEO,Italy,,,,"Reading, playing the piano",Athlete,Graduated with a Bachelor's degree in Modern and Contemporary Literature from the University of Turin (ITA),"English, Italian",National: Dino Salvoldi (ITA),
1923041,CECCHINI Elena,Female,Athlete,ITA,ITA,0,0,['Cycling Road'],"[""Women's Road Race""]",5/25/92,UDINE,Italy,,,,"Cinema, art",Athlete,,Italian,,"Husband, Elia Viviani (road and track cycling): Olympic champion in the Omnium at Rio 2016 and member of the Italian road cycling team for Paris 2024"
1923042,GUAZZINI Vittoria,Female,Athlete,ITA,ITA,0,0,['Cycling Track'],"[""Women's Madison"", ""Women's Team Pursuit""]",12/26/00,PONTEDERA,Italy,PRATO,Italy,Guazzo,"Listening to music, watching television series",Police Athlete,,"English, Italian",National: Marco Villa (ITA),
1923044,PERSICO Silvia,Female,Athlete,ITA,ITA,0,0,['Cycling Road'],"[""Women's Road Race""]",7/25/97,ALZANO LOMBARDO,Italy,,,,,Athlete,,Italian,,
1923045,LONGO BORGHINI Elisa,Female,Athlete,ITA,ITA,0,0,['Cycling Road'],"[""Women's Road Race"", ""Women's Individual Time Trial""]",12/10/91,VERBANIA,Italy,VERBANIA,Italy,,,Police athlete,,"English, Italian",,"Mother, Giudina Dal Sasso (cross-country skiing) represented Italy at three Olympic Winter Games (1984, 1988, 1994). </p><p>Brother, Paolo (road cycling) competed as a professional between 2004 and 2014"
1923048,CONSONNI Chiara,Female,Athlete,ITA,ITA,0,0,['Cycling Track'],"[""Women's Madison"", ""Women's Team Pursuit""]",6/24/99,PONTE SAN PIETRO,Italy,,,"Conso, Chiari","Music, fashion",Athlete,,Italian,,"Older brother, Simone Consonni (track and road cycling), represented Italy at the Rio 2016 and Tokyo 2020 Olympic Games, winning a gold medal in the team pursuit (2020), and has competed in all three of road cycling's grand tours"
1923053,PATERNOSTER Letizia,Female,Athlete,ITA,ITA,0,0,['Cycling Track'],"[""Women's Omnium"", ""Women's Team Pursuit""]",7/22/99,CLES,Italy,,Italy,,Fashion,Athlete,Political Science,"English, Italian",National: Marco Villa (ITA),
1923054,FIDANZA Martina,Female,Athlete,ITA,ITA,0,0,['Cycling Track'],"[""Women's Keirin"", ""Women's Team Pursuit"", ""Women's Sprint""]",11/5/99,PONTE SAN PIETRO,Italy,,Italy,,"Drawing, reading history books",Athlete,Art school,"English, Italian",National: Marco Villa (ITA),"Father, Giovanni (cycling), was a professional cyclist between 1988 and 1997. </p><p>Older sister, Arianna (cycling), competes on national and international level for Italy"
1923138,ZAGAINOVA Diana,Female,Athlete,LTU,LTU,179,0,['Athletics'],"[""Women's Triple Jump""]",6/20/97,VILNIUS,Lithuania,VILNIUS,Lithuania,,"Listening to music, spending time with family and friends",Athlete,Political Science at Vilnius University (LTU),"English, Lithuanian, Russian, Spanish","Personal: Rafa Blanquer (ESP), Kestutis Sapka (LTU), both from 2017",
1923516,VECE Miriam,Female,Athlete,ITA,ITA,0,0,['Cycling Track'],"[""Women's Keirin"", ""Women's Sprint""]",3/16/97,CREMA,Italy,ROMANEGO,Italy,,"Spending time with friends, watching TV series and Netflix, shopping, travelling, football",Athlete,,"English, Italian",Marco Villa (ITA),
1923517,LAMON Francesco,Male,Athlete,ITA,ITA,0,0,['Cycling Track'],"[""Men's Team Pursuit""]",2/5/94,MIRANO,Italy,MIRANO,Italy,,"Watching films, listening to music",Athlete,,"English, Italian",National: Marco Villa (ITA),
1923518,CONSONNI Simone,Male,Athlete,ITA,ITA,0,0,['Cycling Track'],"[""Men's Madison"", ""Men's Omnium"", ""Men's Team Pursuit""]",9/12/94,PONTE SAN PIETRO,Italy,LALLIO,Italy,,Listening to music,Athlete,Has a degree in Accounting,"English, Italian",National: Marco Villa (ITA),"Sister, Chiara Consonni (track and road cycling), also represents Italy in cycling track at the Paris 2024 Olympic Games.</p><p>Wife, Alice Algisi (cycling), professional road cyclist, active between 2012 and 2015"
1923519,VIVIANI Elia,Male,Athlete,ITA,ITA,0,0,"['Cycling Road', 'Cycling Track']","[""Men's Road Race"", ""Men's Madison"", ""Men's Omnium""]",2/7/89,ISOLA DELLA SCALA,Italy,MONACO,,,"Cars, shopping, going to the cinema, spending time with his dogs","Athlete, business owner",,"English, Italian",,"Wife, Elena Cecchini (road cycling), represents Italy.</p><p>Brother, Attilio Viviani, (road cycling), represents Italy"
1923520,GANNA Filippo,Male,Athlete,ITA,ITA,0,0,"['Cycling Road', 'Cycling Track']","[""Men's Individual Time Trial"", ""Men's Madison"", ""Men's Team Pursuit""]",7/25/96,VERBANIA,Italy,ASCONA,Switzerland,Top Ganna,"Sports, animals, gaming, cooking, building Lego",Athlete,Studied Building Engineering and Architecture at Politecnico di Milano (ITA),"English, Italian",Personal: Dario Cioni (ITA). <br>Personal (time trial): Daniel Bigham (GBR),"Father, Marco Ganna (canoe sprint), competed for Italy at the Los Angeles 1984 Olympic Games"
1923521,MORO Manlio,Male,Alternate Athlete,ITA,ITA,0,0,['Cycling Track'],"[""Men's Team Pursuit""]",3/17/02,PORDERNONE,Italy,,Italy,,"Travelling, watching Formula 1",Athlete,Architecture,Italian,National: Marco Villa (ITA),
1923529,MILAN Jonathan,Male,Athlete,ITA,ITA,0,0,['Cycling Track'],"[""Men's Team Pursuit""]",10/1/00,TOLMEZZO,Italy,BUJA,Italy,Giant of Buja. Johnny Power. Bull of Buja,"Trekking, watching movies",Athlete,"Advertising, Graphic Design at Professional Formation Centre of Cividale del Friuli (ITA)","English, Italian",National: Marco Villa (ITA),"His brother, Matteo, also competes in cycling and signed for the youth development team of Lidl-Trek in 2023.</p><p>His father, Flavio Milan, represented Italy in road cycling between 1988 and 1994"
1923629,FLEETWOOD Tommy,Male,Athlete,GBR,GBR,180,0,['Golf'],"[""Men's Individual Stroke Play""]",1/19/91,SOUTHPORT,Great Britain,SOUTHPORT,Great Britain,,"Supporting English football team Everton, reading, yoga, meditation, watching rugby, watching darts, music",,,English,,"His 17-year-old stepson, Oscar Craig, is a promising amateur golfer. In April 2024 he made his first cut on the Challenge Tour at the UAE Challenge, with Fleetwood as his caddie"
1923694,RAFFAELI Sofia,Female,Athlete,ITA,ITA,0,0,['Rhythmic Gymnastics'],['Individual All-Around'],1/19/04,ANCONA,Italy,,Italy,"Formica Atomica (Atomic Ant), given to her by 2004 Olympic silver medallist Fabrizia D'Ottavio (ITA) at her first European championships in 2018. ""I was tiny but I exploded on the stage, a bomb. I always have it in my heart but I feel like I'm no longer a little ant. I like to think of myself more as a volcano."" (corriere.it, 27 Oct 2022)","Reading, music, being outdoors","Police athlete, student",Psychology (online studies),Italian,"Personal: Claudia Mancinelli (ITA), since 2023","Younger brother, Pietro (fencing), has competed at international level"
1923695,BALDASSARRI Milena,Female,Athlete,ITA,ITA,0,0,['Rhythmic Gymnastics'],['Individual All-Around'],10/16/01,RAVENNA,Italy,RAVENNA,Italy,,"Music, foreign languages, fashion, cinema",Armed forces athlete,,Italian,,"Mother, Natalia Choutova (swimming), competed at international level in Russia"
1923699,MAURELLI Alessia,Female,Athlete,ITA,ITA,0,0,['Rhythmic Gymnastics'],['Group All-Around'],8/22/96,RIVOLI,Italy,DESIO,Italy,Ale,"Music, cinema, shopping","Armed forces athlete, student",Communications at University of Bergamo (ITA),Italian,National: Emanuela Maccarani (ITA),
1923700,CENTOFANTI Martina,Female,Athlete,ITA,ITA,0,0,['Rhythmic Gymnastics'],['Group All-Around'],5/19/98,ROME,Italy,ROME,Italy,"br>Cento, Marty","Music, cinema",Armed forces athlete,Sports Science,"English, Italian",National: Emanuela Maccarani (ITA),"Father, Felice (football), played professionally. “Dad has followed me since I was very little to exaggerated levels. He is completely absorbed in all our competition. He rejoices with us, gets to the heart of things, openly criticises a presumed injustice. He is very instinctive, like when he was playing, but he has also become a real (rhythmic gymnastics) expert.” (dazn.com, 7 Jun 2023)</p><p>Younger sister, Camilla (rhythmic gymnastics), has competed at the national level in Italy. </p><p>Uncle, Fabio Centofanti (football), was a striker for Pro Piacenza in Italy"
1923701,DURANTI Agnese,Female,Athlete,ITA,ITA,0,0,['Rhythmic Gymnastics'],['Group All-Around'],12/18/00,SPOLETO,Italy,MILAN,Italy,,"Playing burraco (card game), music","Armed forces athlete, student",,"English, Italian",National: Emanuela Maccarani (ITA),
1923703,MOGUREAN Daniela,Female,Athlete,ITA,ITA,0,0,['Rhythmic Gymnastics'],['Group All-Around'],7/16/01,CHISINAU,Republic of Moldova,PADUA,Italy,Dana,"Reading, listening to music",Armed forces athlete,,"English, Italian, Russian",National: Emanuela Maccarani (ITA),
1923704,PARIS Laura,Female,Athlete,ITA,ITA,0,0,['Rhythmic Gymnastics'],['Group All-Around'],9/7/02,RHO,Italy,,Italy,,,Armed forces athlete,,Italian,National: Emanuela Maccarani (ITA),"Father, Federico Paris (track cycling), won world championship titles in tandem track cycling in 1990, 1992 and 1993"
1923806,FURLONG Gareth,Male,Athlete,GBR,GBR,0,0,['Hockey'],['Men'],5/10/92,,,,Great Britain,,"Spending time with friends, drinking coffee, watching sport, being outdoors in the sun","Athlete, student","Studied Sport Science, Sheffield Hallam University, Great Britain (2011-2014). Diploma in Sports management, Cardiff Metropolitan University, Wales, Great Britain (2019-2021) Currently completing a Masters in Sport Business at Cardiff Metropolitan University, Wales, Great Britain",English,Club: Mark Pearn (GBR)<br>National: Paul Revington (RSA),"Brother, Rhodri Furlong (hockey), also plays for Wales, having amassed more than 80 appearances"
1924081,SHRESTHA Shantoshi,Female,Athlete,NEP,NEP,161,0,['Athletics'],"[""Women's Marathon""]",8/1/93,,Nepal,DHADING,Nepal,,"An avid reader, drawn to motivational, biographical and inspirational stories","Athlete, public health researcher","Graduated in 2017 with a Bachelor's degree from the Little Buddha College of Health Science (Kathmandu, NEP), and in 2021 with a Master of Arts in Public Administration from Tribhuvan University (Kirtipur, NEP). Plans to study sports medicine",,"Personal: Raghu Raj Onta (NEP), 1980 Olympian (100m)",
1924203,VENCKAUSKAITE Gintare,Female,Athlete,LTU,LTU,0,0,['Modern Pentathlon'],"[""Women's Individual""]",11/4/92,KLAIPEDA,Lithuania,KAUNAS,Lithuania,Ginita,"Skiing, extreme sports",Athlete,Studied at the Lithuanian Sports University,"English, Lithuanian",Personal: Paulius Aleksandravicius (LTU).<br>Fencing: Sergejs Goretski.<br>Equestrian: Irmantas Grikienis,
1924212,ASADAUSKAITE Laura,Female,Athlete,LTU,LTU,0,0,['Modern Pentathlon'],"[""Women's Individual""]",2/28/84,VILNIUS,Lithuania,VILNIUS,Lithuania,,,Athlete,"Studied at Vilnius Pedagogical University (LTU) as an undergrad and then pursued a Master's degree in European Union policy and administration from Mykolas Romeris University (Vilnius, LTU)","English, Lithuanian, Polish, Russian",Personal: Andrejus Zadneprovskis (LTU) - her husband.<br>Fencing: Jevgenij Kliosov (LTU),"Husband, Andrejus Zadneprovskis (modern pentathlon), is two-time Olympic medallist (2004 silver, 2008 bronze) and a four-time Olympian (1996, 2000, 2004, 2008)"
1924268,HODGE Adaejah,Female,Athlete,IVB,GBR,157,0,['Athletics'],"[""Women's 200m""]",3/21/06,TORTOLA,"Virgin Islands, B","DOUGLASVILLE, GA",United States,,,"Athlete, student","Graduated with a High School degree at Monteverde Academy, Monteverde, FL (USA)",English,,
