code,name,gender,function,country_code,nationality_code,height,weight,disciplines,events,birth_date,birth_place,birth_country,residence_place,residence_country,nickname,hobbies,occupation,education,lang,coach,sporting_relatives
1954662,GKILLAS Nikolaos,Male,Athlete,GRE,GRE,191,0,['Water Polo'],['Men'],6/21/03,,,,,,,Athlete,,Greek,National: Theodoros Vlachos (GRE),
1954665,NIKOLAIDIS Dimitrios,Male,Athlete,GRE,GRE,193,0,['Water Polo'],['Men'],6/10/99,THESSALONIKI,Greece,,,Dimitris,,Athlete,,Greek,National: Theodoros Vlachos (GRE),
1954673,PADRON Melissa,Female,Athlete,CUB,CUB,163,0,['Athletics'],"[""Women's 4 x 400m Relay""]",8/15/03,,,,,,,Athlete,,Spanish,,
1954683,EMBIID Joel,Male,Athlete,USA,USA,213,0,['Basketball'],['Men'],3/16/94,YAOUNDE,Cameroon,,United States,The Process (a nickname he gave to himself),"Cycling, playing tennis",Athlete,"Attended one year of college at the University of Kansas (Lawrence, KS, USA), before declaring for the NBA Draft in 2014","Baasa., English., French",National: Steve Kerr (USA).<br>Club: Nick Nurse (USA),
1954684,TATUM Jayson,Male,Athlete,USA,USA,203,0,['Basketball'],['Men'],3/3/98,"ST. LOUIS, MO",United States,"ST LOUIS,. MO",United States,,Playing golf,Athlete,"Studied at Duke University (Durham, NC, USA)",English,National: Steve Kerr (USA).<br>Club Joe Mazzulla (USA),"Father, Justin Tatum (basketball) played professionally in Europe (primarily in the Netherlands) and is the current head coach of the Illawarra Hawks in the Australian National Basketball League"
1954687,BOOKER Devin,Male,Athlete,USA,USA,198,0,['Basketball'],['Men'],10/30/96,"GRAND RAPIDS, MI",United States,"PARADISE VALLEY, AZ",United States,Book,,Athlete,"Attended the University of Kentucky (Lexington, USA) for one year before declaring for the 2015 NBA Draft",English,National: Steve Kerr (USA).<br>Club: Frank Vogel (USA),"Father, Melvin Booker (basketball) played 32 NBA games with the Houston Rockets, Denver Nuggets and Golden State Warriors over the 1995/96 and 1996/97 seasons. Played professionally in Italy, Turkiye and Russia"
1954688,ADEBAYO Bam,Male,Athlete,USA,USA,206,0,['Basketball'],['Men'],7/18/97,"NEWARK, NJ",United States,"MIAMI, FL",United States,"Bam. Full name is Edrice Femi Adebayo but goes by the nickname “Bam,” which was given to him at the age of one after flipping over a table while watching ""The Flintstones"", reminiscent one of the characters, BammBamm Rubble",Spending time with family,Athlete,"Studied for one year at the University of Kentucky (Lexington, USA) before entering the NBA Draft",English,Club: Erik Spoelstra (USA).<br>National: Steve Kerr (USA),
1954698,CURRY Stephen,Male,Athlete,USA,USA,191,0,['Basketball'],['Men'],3/14/88,"AKRON, OH",United States,"ATHERTON, CA",United States,,Golf (plays off a handicap of five),Athlete,"Graduated in 2022 with a Bachelor's degree in Sociology from Davidson College (NC, USA), 13 years after entering the NBA. He initially attended Davidson from 2006 to 2009, playing three seasons with the Wildcats, but needed one more semester of classwork to earn his diploma after forgoing his senior year to declare for the 2009 NBA Draft",English,National/Club: Steve Kerr (USA),"Father, Dell Curry (basketball), played at Virginia Tech University (Blacksburg, USA), and 16 seasons in the NBA for five different teams, including a 10-year stint with the Charlotte Hornets.</p><p>Brother, Seth Curry (basketball), has played for nine NBA franchises (2013-2024) and is currently signed by the Charlotte Hornets"
1954699,DAVIS Anthony,Male,Athlete,USA,USA,208,0,['Basketball'],['Men'],3/11/93,"CHICAGO, IL",United States,"LOS ANGELES, CA",United States,"AD, The Brow",,Athlete,"Attended the University of Kentucky (Lexington, USA) for one year",English,National: Steve Kerr (USA).<br>Club: Darvin Ham (USA),
1954700,DURANT Kevin,Male,Athlete,USA,USA,205,0,['Basketball'],['Men'],9/29/88,"WASHINGTON, DC",United States,"NEW YORK, NY",United States,"KD, Slim Reaper","Watching movies, playing video games, listening to and making music",Athlete,"Attended the University of Texas (Austin, USA) for one year",English,National: Steve Kerr (USA).<br>Club: Frank Vogel (USA),
1954701,EDWARDS Anthony,Male,Athlete,USA,USA,193,0,['Basketball'],['Men'],8/5/01,"ATLANTA, GA",United States,,United States,"Ant Man, Ant",,Athlete,"Studied Marketing at the University of Georgia (Athens, USA) for one year before declaring for 2020 NBA Draft",English,National: Steve Kerr (USA).<br>Club: Chris Finch (USA),"Half brother, Rajah Caruth (stock car racer), has raced in NASCAR"
1954705,HALIBURTON Tyrese,Male,Athlete,USA,USA,196,0,['Basketball'],['Men'],2/29/00,"OSKOSH, WI",United States,,United States,,,Athlete,"Attended Iowa State University (Ames, IA, USA) (2018-2020). Decided he would forgo his final two seasons of eligibility to enter the 2020 NBA Draft",English,Club: Rick Carlisle (USA).<br>National: Steve Kerr (USA),"Cousin, Eddie Jones (basketball), played in the NBA for 14 seasons, including with the Los Angeles Lakers and Dallas Mavericks"
1954709,HOLIDAY Jrue,Male,Athlete,USA,USA,193,0,['Basketball'],['Men'],6/12/90,"CHATSWORTH, CA",United States,,United States,"JHolla, The Jruth, Kung Fu Jrue",,Athlete,"University of California, Los Angeles, USA (2008/09). He played NCAA basketball for one season with the UCLA Bruins before opting to go to the 2009 NBA draft, where he was selected as the 7th overall pick",English,National: Steve Kerr (USA).<br>Club: Joe Mazzulla (USA),"Wife, Lauren Holiday (nee Cheney, football), won gold at Beijing 2008 and London 2012. FIFA Women's World Cup champion in 2015 (silver in 2011)"
1954714,JAMES LeBron,Male,Athlete,USA,USA,203,0,['Basketball'],['Men'],12/30/84,"AKRON, OH",United States,"AKRON, OH",United States,"King James, The Chosen One",,Athlete,"Drafted to the NBA straight after high school, so did not attend college",English,Club: Darvin Ham (USA).<br>National: Steve Kerr (USA),"Son, Bronny (basketball), made his USA debut at the 2023 Nike Hoop Summit, helping USA to a 90-84 victory over the World Team. Drafted 55th overall by the Lakers - his father's team - in the 2024 NBA draft, making LeBron and Bronny the NBA's first active father-son duo"
1954724,WHITE Derrick,Male,Athlete,USA,USA,196,0,['Basketball'],['Men'],7/2/94,"PARKER, CO",United States,,,,,Athlete,"Attended the University of Colorado-Colorado Springs (USA) for three years and the University of Colorado (Boulder, USA) for one year",English,National: Steve Kerr (USA).<br>Club: Joe Mazulla (USA),
1954729,COLLIER Napheesa,Female,Athlete,USA,USA,186,0,['Basketball'],['Women'],9/23/96,"JEFFERSON CITY, MO",United States,,United States,"Phee, Phe",,Athlete,"Majored in Human Development and Family Studies at the University of Connecticut (Storrs, USA)",English,National: Cheryl Reeve (USA).<br>Club: Cheryl Reeve (USA),
1954730,COPPER Kahleah,Female,Athlete,USA,USA,185,0,['Basketball'],['Women'],8/28/94,"PHILADELPHIA, PA",United States,,United States,,,Athlete,"Graduated in 2016 with a degree in Criminal Justice from Rutgers University (New Brunswick, NJ, USA)",English,National: Cheryl Reeve (USA).<br>Club: Nate Tibbetts (USA),
1954734,GRAY Chelsea,Female,Athlete,USA,USA,180,0,['Basketball'],['Women'],10/8/92,"HAYWARD, CA",United States,"MANTECA, CA",United States,"The Point Gawd (a name given by close friend and teammate Candace Parker, USA)",,Athlete,"Majored in Sociology with a minor in Theatre Studies, as well as completing a Markets and Management certificate, at Duke University (Durham, NC, USA)",English,National: Cheryl Reeve (USA).<br>Club: Becky Hammon (RUS),"Cousin, Alexis Gray-Lawson (basketball), was drafted by the Washington Mystics, eventually making her WNBA debut for the Phoenix Mercury"
1954735,GRINER Brittney,Female,Athlete,USA,USA,203,0,['Basketball'],['Women'],10/18/90,"HOUSTON, TX",United States,,United States,"BG, Big Foot (because of the US size 18 shoes she wears)",,Athlete,"Studied at Baylor University (Waco, TX, USA)",English,Club: Nate Tibbets (USA).<br>National: Cheryl Reeve (USA),
1954736,HAMBY Dearica,Female,Athlete,USA,USA,191,0,['3x3 Basketball'],['Women'],11/6/93,,,,,,,Athlete,"Studied Psychology with a minor in Entrepreneurship at Wake Forest University (Winston-Salem, NC, USA)",English,National: Joe Lewandowski (USA).<br>Club: Curt Miller (USA),"Husband, Alonzo Nelson-Ododa (basketball), played collegiately for the University of Richmond and University of Pittsburgh. He has played professionally in Denmark, Portugal and the Dominican Republic, as well as for the Salt Lake City Stars in the G-League in the USA"
1954738,HOWARD Rhyne,Female,Athlete,USA,USA,188,0,['3x3 Basketball'],['Women'],4/29/00,"CHATTANOOGA, TN",United States,,United States,,,,,,,
1954739,IONESCU Sabrina,Female,Athlete,USA,USA,180,0,['Basketball'],['Women'],12/6/97,"WALNUT CREEK, CA",United States,,United States,,,"Athlete, coach, director of athletic culture","Received a Bachelor’s degree in Social Sciences with a minor in Legal Studies from the University of Oregon (Eugene, USA)","English., Romanian",National: Cheryl Reeve (USA).<br>Club: Sandy Brondello (AUS),
1954742,LOYD Jewell,Female,Athlete,USA,USA,178,0,['Basketball'],['Women'],10/5/93,"LINCOLNWOOD, IL",United States,,,Gold Mamba (given to her by Kobe Bryant),"Playing tennis, piano, cooking, watching football (soccer)","Athlete, business owner",,English,Club: Noelle Quinn (USA). <br>National: Cheryl Reeve (USA),"Brother, Jarryd (basketball), played at Valparaiso University and professionally overseas, including Romania"
1954748,PLUM Kelsey,Female,Athlete,USA,USA,173,0,['Basketball'],['Women'],8/24/94,"POWAY, CA",United States,,United States,,,Athlete,"Majored in Anthropology at the University of Washington (Seattle, USA)",English,National: Cheryl Reeve (USA).<br>Club: Becky Hammon (RUS),"Ex-husband, Darren Waller (American football), plays tight end for the New York Giants in the National Football League (NFL). </p><p>Sister, Lauren Plum (volleyball) played at the University of Oregon and for the junior national team"
1954752,STEWART Breanna,Female,Athlete,USA,USA,191,0,['Basketball'],['Women'],8/27/94,"SYRACUSE, NY",United States,,United States,"Stewie, Bre, 6-10","Listening to music, supporting the New York Yankees and New York Giants sports teams, baking, travelling - especially to Italy",Athlete,"Received a Bachelor’s degree in Sport in Society with a minor in Communications from the University of Connecticut (Storrs, USA) in 2016",English,National: Cherlyl Reeve (USA). <br>Club: Sandy Brondello (AUS),
1954753,TAURASI Diana,Female,Athlete,USA,USA,182,0,['Basketball'],['Women'],6/11/82,"GLENDALE, CA",United States,,,"Dee, DT, 'White Mamba' (a nickname given to her by Kobe Bryant)",,Athlete,"Studied Sociology at the University of Connecticut (Storrs, USA)","English, Spanish",National: Cheryl Reeve (USA).<br>Club: Nate Tibbetts (USA),"Wife Penny Taylor (basketball), played gold representing Australia at the 2006 World Cup (bronze in 2002 and 2014). Two-time Olympic silver medals (2004, 2008). Three-time WNBA champion with the Phoenix Mercury (2007, 2009, 2014). Member of the World Basketball Hall of Fame"
1954754,THOMAS Alyssa,Female,Athlete,USA,USA,188,0,['Basketball'],['Women'],4/12/92,"HARRISBURG, PA",United States,,United States,,,Athlete,"Majored in Family Science at the University of Maryland (Washington, D.C. USA)",English,National: Cheryl Reeve (USA).<br>Club: Stephanie White (USA),
1954757,WILSON A'ja,Female,Athlete,USA,USA,193,0,['Basketball'],['Women'],8/8/96,"COLUMBIA, SC",United States,"LAS VEGAS, NV",United States,,"Playing card games, karaoke","Athlete, Business Owner","Majored in Broadcasting and Communications - University of South Carolina, Columbia, SC, USA",English,Club: Becky Hammon (USA)<br>National: Cheryl Reeve (USA),"Father, Roscoe C. Wilson Jr. (basketball), played professionally for 10 years in Sweden, Venezuela, Brazil, Colombia and Argentina. Briefly played in preseason games for New York Nets (now Brooklyn Nets) in the National Basketball Association"
1954758,YOUNG Jackie,Female,Athlete,USA,USA,183,0,['Basketball'],['Women'],9/16/97,"PRINCETON, IN",United States,,United States,Jackie,,Athlete,"Studied at Notre Dame University (South Bend, IN, USA)",English,National: Cheryl Reeve (USA).<br>Club: Becky Hammon (RUS),
1954765,BARRY Canyon,Male,Athlete,USA,USA,198,0,['3x3 Basketball'],['Men'],1/7/94,"FORT WAYNE, IN",United States,"COLORADO SPRINGS, CO",United States,,"Playing the guitar and piano, surfing, golf, hang gliding, mentalism, slacklining","Athlete, system engineer","Graduated summa cum laude (with the highest distinction) with a Bachelor's degree in Physics from the College of Charleston (SC, USA) and a Master's degree in Nuclear Engineering from the University of Florida (Gainesville, USA). Thesis is called 'Investigations in Neutron Multiplicity Using Helium-4 Detectors.'",English,National/club: Joe Lewandowski (USA),"Father, Rick Barry (basketball), 1975 NBA champion with Golden State. In 1996 he was named one of the 50 Greatest Players in NBA History, known for shooting free throws underhand.</p><p>Mother, Lynn Barry (basketball), played at the College of William & Mary and a former assistant executive of USA Basketball.</p><p>Half-brother, Brent Barry (basketball), two-time NBA champion with the San Antonio Spurs (2005, 2007), won the Slam Dunk Contest in 1996 and vice president of basketball operations for the Spurs.</p><p>Half-brother, Jon Barry (basketball), played in the NBA from 1992 to 2006 with nine teams.</p><p>Half-brother, Drew Barry (basketball), played for two seasons in the NBA, followed by spells in Australia and Poland. </p><p>Half-brother, Scooter Barry (basketball), played at the University of Kansas and was a junior on the 1988 Jayhawks team that won the NCAA title"
1954768,BURDICK Cierra,Female,Athlete,USA,USA,190,0,['3x3 Basketball'],['Women'],9/30/93,"CHARLOTTE, NC",United States,,,CB,,Athlete,"Studied Communications at the University of Tennessee (Knoxville, USA)",English,National: Joe Lewandowski (USA).<br>Club: Julie Barennes (FRA),"Great grandfather, Lloyd Burdick (American football), played three seasons as a tackle in the National Football League (NFL), winning a championship with the Chicago Bears in 1932"
1954772,FREDETTE Jimmer,Male,Athlete,USA,USA,189,0,['3x3 Basketball'],['Men'],2/25/89,"GLEN FALLS, NY",United States,,United States,"Jimmer, The Lonely Master, from the pronunciation of his name in Chinese and also his position without peers at the top of the game when he played abroad in Shanghai",,Athlete,"Majored in American Studies at Brigham Young University (Provo, UT, USA)",English,National/club: Joe Lewandowski (USA),
1954779,MADDOX Kareem,Male,Athlete,USA,USA,204,0,['3x3 Basketball'],['Men'],12/9/89,,United States,,United States,Reem,"Movies, reading, writing. ""Thinking critically about things that need not necessarily be thought of critically, such as the 'Game of Thrones' books and show."" (teamusa.com)",Athlete. Personnel and player development associate,"Studied English Literature at Princeton University (NJ, USA)",English,National/club: Joe Lewandowski (USA),
1954784,TRAVIS Dylan,Male,Athlete,USA,USA,192,0,['3x3 Basketball'],['Men'],5/26/93,,,"OMAHA, NE",United States,The Real Deal,"Working out, fishing, longboarding","Athlete, teacher, coach","Received a Bachelor's degree in Social Sciences from Florida Southern College (Lakeland, USA)",English,National/club: Joe Lewandowski (USA),
1954785,van LITH Hailey,Female,Athlete,USA,USA,175,0,['3x3 Basketball'],['Women'],9/9/01,"WENATCHEE, WA",United States,,,HVL,"Fashion, baking, reading, doing puzzles","Athlete, student","Received a Bachelor's degree in Finance from the University of Louisville (KY, USA) in 2023. Attended Louisiana State University (Baton Rouge, USA) for one year and will play her final year of college eligibility at Texas Christian University (Fort Worth, USA) in the autumn of 2024",English,National: Joe Lewandowski (USA).<br>Club: Mark Campbell (USA),"Father, Corey van Lith (basketball/baseball), played collegiately at the University of Puget Sound"
1954791,ABADIA Adrian,Male,Athlete,ESP,ESP,0,0,['Diving'],"[""Men's Synchronised 3m Springboard""]",4/5/02,MALLORCA,Spain,MADRID,Spain,,,,,"English, Spanish",,
1954792,ANTOLINO Valeria,Female,Athlete,ESP,ESP,0,0,['Diving'],"[""Women's 3m Springboard""]",8/30/02,MERIDA,Venezuela,,,,,Athlete,,Spanish,,
1954796,CARVAJAL Ana,Female,Athlete,ESP,ESP,0,0,['Diving'],"[""Women's 10m Platform""]",9/3/06,MADRID,Spain,MADRID,Spain,,,,,Spanish,,
1954798,GARCIA BOISSIER Nicolas,Male,Athlete,ESP,ESP,0,0,['Diving'],"[""Men's Synchronised 3m Springboard""]",6/20/95,LAS PALMAS DE GRAN CANARIA,Spain,MADRID,Spain,Nico,,Athlete,Studied Marine Engineering at the University of Las Palmas de Gran Canaria (ESP),"English, Spanish",,
1954804,de VALDES ALVAREZ Maria,Female,Athlete,ESP,ESP,0,0,['Marathon Swimming'],"[""Women's 10km""]",10/19/98,FUENGIROLA,Spain,CORUNA,Spain,,,Student,"Studying Psychology at UCAM (Murcia, ESP)",Spanish,Club: Jesus de la Fuente,
1954805,MARTINEZ GUILLEN Angela,Female,Athlete,ESP,ESP,0,0,['Marathon Swimming'],"[""Women's 10km""]",3/18/04,ELCHE,Spain,MALAGA,Spain,,,Student,Studying for a degree in Human Nutrition and Dietetics at Isabel I University (ESP),Spanish,Club: Xavi Casademont (ESP),
1954809,FERRE GASET Txell,Female,Athlete,ESP,ESP,0,0,['Artistic Swimming'],['Team'],11/10/06,,,,,,,Athlete,,Spanish,National: Mayuko Fujiki (JPN),
1954811,GARCIA POLO Marina,Female,Athlete,ESP,ESP,0,0,['Artistic Swimming'],['Team'],12/5/04,,,SANT CUGAT DEL VALLES,Spain,,,"Athlete, student",Studies Pharmacy,Spanish,National: Mayuko Fujiki (JPN).<br>Club: Maria del Mar Martinez (ESP),
1954813,LLUIS VALETTE Lilou,Female,Athlete,ESP,ESP,0,0,['Artistic Swimming'],['Team'],7/28/06,,,,,,,Athlete,,"French, Spanish",National: Mayuko Fujiki (JPN),
1954814,MAS PUJADAS Meritxell,Female,Athlete,ESP,ESP,0,0,['Artistic Swimming'],['Team'],12/25/94,GRANOLLERS,Spain,GRANOLLERS,Spain,Txell,,Athlete,Studied Chemistry and Psychology at the National University of Distance Education (ESP) and is pursuing a Master's degree in Health Psychology,"English, Spanish",National: Mayuko Fujiki (JPN),
1954815,OZHOGINA OZHOGIN Alisa,Female,Athlete,ESP,ESP,0,0,['Artistic Swimming'],"['Team', 'Duet']",10/31/00,MOSCOW,Russian Federation,SANT CUGAT DEL VALLES,Spain,,,Athlete,,"English, Spanish",National: Mayuko Fujiki (JPN).<br>Club: Maria del Mar Martinez (ESP),
1954816,RAMIREZ IBANEZ Paula,Female,Athlete,ESP,ESP,0,0,['Artistic Swimming'],['Team'],4/23/96,BARCELONA,Spain,SANT CUGAT DEL VALLES,Spain,,"Art, travelling, cooking, eating",Athlete,"Studied Business Administration at the International University of La Rioja (Logronyo, ESP)",Spanish,National: Mayuko Fujiki (JPN),
